Fecha;Cartera;Instrumento;Peso
01-06-19;FONDO;COLBUN;0,93%
01-06-19;FONDO;COPEC;5,41%
01-06-19;FONDO;ECL;3,62%
01-06-19;FONDO;EMBONOR-B;0,21%
01-06-19;FONDO;ENELAM;7,52%
01-06-19;FONDO;ENELCHILE;6,04%
01-06-19;FONDO;ENTEL;0,65%
01-06-19;FONDO;FALABELLA;2,95%
01-06-19;FONDO;FORUS;1,01%
01-06-19;FONDO;HITES;0,42%
01-06-19;FONDO;IAM;2,38%
01-06-19;FONDO;ILC;1,14%
01-06-19;FONDO;ITAUCORP;4,18%
01-06-19;FONDO;LAS CONDES;0,62%
01-06-19;FONDO;LTM;6,26%
01-06-19;FONDO;MALLPLAZA;2,34%
01-06-19;FONDO;MANQUEHUE;0,27%
01-06-19;FONDO;NORTEGRAN;0,67%
01-06-19;FONDO;PARAUCO;0,33%
01-06-19;FONDO;RIPLEY;0,86%
01-06-19;FONDO;SALFACORP;1,10%
01-06-19;FONDO;SK;0,61%
01-06-19;FONDO;SM-CHILE B;3,90%
01-06-19;FONDO;SMU;1,38%
01-06-19;FONDO;SONDA;0,83%
01-06-19;FONDO;SQM-B;5,91%
01-06-19;BENCHMARK;AESGENER;1,22%
01-06-19;BENCHMARK;AGUAS-A;2,69%
01-06-19;BENCHMARK;ANDINA-B;1,18%
01-06-19;BENCHMARK;BCI;5,76%
01-06-19;BENCHMARK;BSANTANDER;7,83%
01-06-19;BENCHMARK;CAP;1,30%
01-06-19;BENCHMARK;CCU;3,57%
01-06-19;BENCHMARK;CENCOSUD;4,37%
01-06-19;BENCHMARK;CHILE;7,52%
01-06-19;BENCHMARK;CMPC;5,34%
01-06-19;BENCHMARK;COLBUN;2,36%
01-06-19;BENCHMARK;CONCHATORO;1,62%
01-06-19;BENCHMARK;COPEC;6,73%
01-06-19;BENCHMARK;ECL;1,47%
01-06-19;BENCHMARK;ENELAM;7,85%
01-06-19;BENCHMARK;ENELCHILE;4,48%
01-06-19;BENCHMARK;ENTEL;2,32%
01-06-19;BENCHMARK;FALABELLA;7,03%
01-06-19;BENCHMARK;ILC;0,96%
01-06-19;BENCHMARK;ITAUCORP;2,35%
01-06-19;BENCHMARK;LTM;4,56%
01-06-19;BENCHMARK;MALLPLAZA;0,94%
01-06-19;BENCHMARK;PARAUCO;3,10%
01-06-19;BENCHMARK;RIPLEY;1,23%
01-06-19;BENCHMARK;SALFACORP;0,63%
01-06-19;BENCHMARK;SECURITY;0,70%
01-06-19;BENCHMARK;SM-CHILE B;3,96%
01-06-19;BENCHMARK;SONDA;1,20%
01-06-19;BENCHMARK;SQM-B;5,00%
01-06-19;BENCHMARK;VAPORES;0,71%
02-06-19;FONDO;ANDINA-B;1,98%
02-06-19;FONDO;ANTARCHILE;1,43%
02-06-19;FONDO;BCI;8,93%
02-06-19;FONDO;BSANTANDER;6,41%
02-06-19;FONDO;Caja CLP;0,00%
02-06-19;FONDO;CAP;0,49%
02-06-19;FONDO;CCU;1,25%
02-06-19;FONDO;CENCOSUD;2,80%
02-06-19;FONDO;CFILVSCC-L;8,70%
02-06-19;FONDO;CHILE;0,09%
02-06-19;FONDO;CMPC;6,36%
02-06-19;FONDO;COLBUN;0,93%
02-06-19;FONDO;COPEC;5,41%
02-06-19;FONDO;ECL;3,62%
02-06-19;FONDO;EMBONOR-B;0,21%
02-06-19;FONDO;ENELAM;7,52%
02-06-19;FONDO;ENELCHILE;6,04%
02-06-19;FONDO;ENTEL;0,65%
02-06-19;FONDO;FALABELLA;2,95%
02-06-19;FONDO;FORUS;1,01%
02-06-19;FONDO;HITES;0,42%
02-06-19;FONDO;IAM;2,38%
02-06-19;FONDO;ILC;1,14%
02-06-19;FONDO;ITAUCORP;4,18%
02-06-19;FONDO;LAS CONDES;0,62%
02-06-19;FONDO;LTM;6,26%
02-06-19;FONDO;MALLPLAZA;2,34%
02-06-19;FONDO;MANQUEHUE;0,27%
02-06-19;FONDO;NORTEGRAN;0,67%
02-06-19;FONDO;PARAUCO;0,33%
02-06-19;FONDO;RIPLEY;0,86%
02-06-19;FONDO;SALFACORP;1,10%
02-06-19;FONDO;SK;0,61%
02-06-19;FONDO;SM-CHILE B;3,90%
02-06-19;FONDO;SMU;1,38%
02-06-19;FONDO;SONDA;0,83%
02-06-19;FONDO;SQM-B;5,91%
02-06-19;BENCHMARK;AESGENER;1,22%
02-06-19;BENCHMARK;AGUAS-A;2,69%
02-06-19;BENCHMARK;ANDINA-B;1,18%
02-06-19;BENCHMARK;BCI;5,76%
02-06-19;BENCHMARK;BSANTANDER;7,83%
02-06-19;BENCHMARK;CAP;1,30%
02-06-19;BENCHMARK;CCU;3,57%
02-06-19;BENCHMARK;CENCOSUD;4,37%
02-06-19;BENCHMARK;CHILE;7,52%
02-06-19;BENCHMARK;CMPC;5,34%
02-06-19;BENCHMARK;COLBUN;2,36%
02-06-19;BENCHMARK;CONCHATORO;1,62%
02-06-19;BENCHMARK;COPEC;6,73%
02-06-19;BENCHMARK;ECL;1,47%
02-06-19;BENCHMARK;ENELAM;7,85%
02-06-19;BENCHMARK;ENELCHILE;4,48%
02-06-19;BENCHMARK;ENTEL;2,32%
02-06-19;BENCHMARK;FALABELLA;7,03%
02-06-19;BENCHMARK;ILC;0,96%
02-06-19;BENCHMARK;ITAUCORP;2,35%
02-06-19;BENCHMARK;LTM;4,56%
02-06-19;BENCHMARK;MALLPLAZA;0,94%
02-06-19;BENCHMARK;PARAUCO;3,10%
02-06-19;BENCHMARK;RIPLEY;1,23%
02-06-19;BENCHMARK;SALFACORP;0,63%
02-06-19;BENCHMARK;SECURITY;0,70%
02-06-19;BENCHMARK;SM-CHILE B;3,96%
02-06-19;BENCHMARK;SONDA;1,20%
02-06-19;BENCHMARK;SQM-B;5,00%
02-06-19;BENCHMARK;VAPORES;0,71%
03-06-19;FONDO;ANDINA-B;1,98%
03-06-19;FONDO;ANTARCHILE;1,43%
03-06-19;FONDO;BCI;8,94%
03-06-19;FONDO;BSANTANDER;6,40%
03-06-19;FONDO;Caja CLP;0,06%
03-06-19;FONDO;CAP;0,49%
03-06-19;FONDO;CCU;1,25%
03-06-19;FONDO;CENCOSUD;2,81%
03-06-19;FONDO;CFILVSCC-L;8,66%
03-06-19;FONDO;CHILE;0,09%
03-06-19;FONDO;CMPC;6,30%
03-06-19;FONDO;COLBUN;0,94%
03-06-19;FONDO;COPEC;5,40%
03-06-19;FONDO;ECL;3,63%
03-06-19;FONDO;EMBONOR-B;0,21%
03-06-19;FONDO;ENELAM;7,52%
03-06-19;FONDO;ENELCHILE;6,05%
03-06-19;FONDO;ENTEL;0,66%
03-06-19;FONDO;FALABELLA;2,93%
03-06-19;FONDO;FORUS;1,00%
03-06-19;FONDO;HITES;0,42%
03-06-19;FONDO;IAM;2,38%
03-06-19;FONDO;ILC;1,15%
03-06-19;FONDO;ITAUCORP;4,16%
03-06-19;FONDO;LAS CONDES;0,62%
03-06-19;FONDO;LTM;6,31%
03-06-19;FONDO;MALLPLAZA;2,32%
03-06-19;FONDO;MANQUEHUE;0,24%
03-06-19;FONDO;NORTEGRAN;0,67%
03-06-19;FONDO;PARAUCO;0,33%
03-06-19;FONDO;RIPLEY;0,86%
03-06-19;FONDO;SALFACORP;1,10%
03-06-19;FONDO;SK;0,60%
03-06-19;FONDO;SM-CHILE B;3,87%
03-06-19;FONDO;SMU;1,38%
03-06-19;FONDO;SONDA;0,83%
03-06-19;FONDO;SQM-B;6,00%
03-06-19;BENCHMARK;AESGENER;1,22%
03-06-19;BENCHMARK;AGUAS-A;2,72%
03-06-19;BENCHMARK;ANDINA-B;1,19%
03-06-19;BENCHMARK;BCI;5,79%
03-06-19;BENCHMARK;BSANTANDER;7,78%
03-06-19;BENCHMARK;CAP;1,30%
03-06-19;BENCHMARK;CCU;3,55%
03-06-19;BENCHMARK;CENCOSUD;4,42%
03-06-19;BENCHMARK;CHILE;11,24%
03-06-19;BENCHMARK;CMPC;5,29%
03-06-19;BENCHMARK;COLBUN;2,39%
03-06-19;BENCHMARK;CONCHATORO;1,62%
03-06-19;BENCHMARK;COPEC;6,74%
03-06-19;BENCHMARK;ECL;1,49%
03-06-19;BENCHMARK;ENELAM;7,85%
03-06-19;BENCHMARK;ENELCHILE;4,46%
03-06-19;BENCHMARK;ENTEL;2,37%
03-06-19;BENCHMARK;FALABELLA;7,00%
03-06-19;BENCHMARK;ILC;0,96%
03-06-19;BENCHMARK;ITAUCORP;2,35%
03-06-19;BENCHMARK;LTM;4,64%
03-06-19;BENCHMARK;MALLPLAZA;0,93%
03-06-19;BENCHMARK;PARAUCO;3,09%
03-06-19;BENCHMARK;RIPLEY;1,25%
03-06-19;BENCHMARK;SALFACORP;0,63%
03-06-19;BENCHMARK;SECURITY;0,70%
03-06-19;BENCHMARK;SONDA;1,21%
03-06-19;BENCHMARK;SQM-B;5,10%
03-06-19;BENCHMARK;VAPORES;0,71%
04-06-19;FONDO;ANDINA-B;2,01%
04-06-19;FONDO;ANTARCHILE;1,41%
04-06-19;FONDO;BCI;9,01%
04-06-19;FONDO;BSANTANDER;6,17%
04-06-19;FONDO;Caja CLP;0,03%
04-06-19;FONDO;CAP;0,49%
04-06-19;FONDO;CCU;1,24%
04-06-19;FONDO;CENCOSUD;2,82%
04-06-19;FONDO;CFILVSCC-L;8,67%
04-06-19;FONDO;CHILE;0,09%
04-06-19;FONDO;CMPC;6,34%
04-06-19;FONDO;COLBUN;0,94%
04-06-19;FONDO;COPEC;5,41%
04-06-19;FONDO;ECL;3,71%
04-06-19;FONDO;EMBONOR-B;0,21%
04-06-19;FONDO;ENELAM;7,57%
04-06-19;FONDO;ENELCHILE;6,07%
04-06-19;FONDO;ENTEL;0,66%
04-06-19;FONDO;FALABELLA;2,91%
04-06-19;FONDO;FORUS;1,00%
04-06-19;FONDO;HITES;0,42%
04-06-19;FONDO;IAM;2,41%
04-06-19;FONDO;ILC;1,15%
04-06-19;FONDO;ITAUCORP;4,18%
04-06-19;FONDO;LAS CONDES;0,62%
04-06-19;FONDO;LTM;6,34%
04-06-19;FONDO;MALLPLAZA;2,33%
04-06-19;FONDO;NORTEGRAN;0,67%
04-06-19;FONDO;PARAUCO;0,32%
04-06-19;FONDO;RIPLEY;0,86%
04-06-19;FONDO;SALFACORP;1,09%
04-06-19;FONDO;SK;0,60%
04-06-19;FONDO;SM-CHILE B;3,87%
04-06-19;FONDO;SMU;1,39%
04-06-19;FONDO;SONDA;0,84%
04-06-19;FONDO;SQM-B;6,12%
04-06-19;BENCHMARK;AESGENER;1,23%
04-06-19;BENCHMARK;AGUAS-A;2,68%
04-06-19;BENCHMARK;ANDINA-B;1,21%
04-06-19;BENCHMARK;BCI;5,72%
04-06-19;BENCHMARK;BSANTANDER;7,72%
04-06-19;BENCHMARK;CAP;1,31%
04-06-19;BENCHMARK;CCU;3,52%
04-06-19;BENCHMARK;CENCOSUD;4,37%
04-06-19;BENCHMARK;CHILE;11,14%
04-06-19;BENCHMARK;CMPC;5,32%
04-06-19;BENCHMARK;COLBUN;2,41%
04-06-19;BENCHMARK;CONCHATORO;1,61%
04-06-19;BENCHMARK;COPEC;6,82%
04-06-19;BENCHMARK;ECL;1,51%
04-06-19;BENCHMARK;ENELAM;7,89%
04-06-19;BENCHMARK;ENELCHILE;4,47%
04-06-19;BENCHMARK;ENTEL;2,37%
04-06-19;BENCHMARK;FALABELLA;7,00%
04-06-19;BENCHMARK;ILC;0,96%
04-06-19;BENCHMARK;ITAUCORP;2,38%
04-06-19;BENCHMARK;LTM;4,63%
04-06-19;BENCHMARK;MALLPLAZA;0,94%
04-06-19;BENCHMARK;PARAUCO;3,02%
04-06-19;BENCHMARK;RIPLEY;1,25%
04-06-19;BENCHMARK;SALFACORP;0,62%
04-06-19;BENCHMARK;SECURITY;0,70%
04-06-19;BENCHMARK;SONDA;1,21%
04-06-19;BENCHMARK;SQM-B;5,23%
04-06-19;BENCHMARK;VAPORES;0,73%
05-06-19;FONDO;ANDINA-B;2,01%
05-06-19;FONDO;ANTARCHILE;1,42%
05-06-19;FONDO;BCI;8,97%
05-06-19;FONDO;BSANTANDER;6,17%
05-06-19;FONDO;Caja CLP;0,00%
05-06-19;FONDO;CAP;0,50%
05-06-19;FONDO;CCU;1,26%
05-06-19;FONDO;CENCOSUD;2,76%
05-06-19;FONDO;CFILVSCC-L;8,72%
05-06-19;FONDO;CHILE;0,09%
05-06-19;FONDO;CMPC;6,32%
05-06-19;FONDO;COLBUN;0,95%
05-06-19;FONDO;COPEC;5,38%
05-06-19;FONDO;ECL;3,75%
05-06-19;FONDO;EMBONOR-B;0,22%
05-06-19;FONDO;ENELAM;7,50%
05-06-19;FONDO;ENELCHILE;6,11%
05-06-19;FONDO;ENTEL;0,66%
05-06-19;FONDO;FALABELLA;2,94%
05-06-19;FONDO;FORUS;1,01%
05-06-19;FONDO;HITES;0,42%
05-06-19;FONDO;IAM;2,43%
05-06-19;FONDO;ILC;1,17%
05-06-19;FONDO;ITAUCORP;4,18%
05-06-19;FONDO;LAS CONDES;0,62%
05-06-19;FONDO;LTM;6,29%
05-06-19;FONDO;MALLPLAZA;2,36%
05-06-19;FONDO;NORTEGRAN;0,68%
05-06-19;FONDO;PARAUCO;0,33%
05-06-19;FONDO;RIPLEY;0,87%
05-06-19;FONDO;SALFACORP;1,09%
05-06-19;FONDO;SK;0,61%
05-06-19;FONDO;SM-CHILE B;3,90%
05-06-19;FONDO;SMU;1,37%
05-06-19;FONDO;SONDA;0,84%
05-06-19;FONDO;SQM-B;6,06%
05-06-19;BENCHMARK;AESGENER;1,25%
05-06-19;BENCHMARK;AGUAS-A;2,74%
05-06-19;BENCHMARK;ANDINA-B;1,21%
05-06-19;BENCHMARK;BCI;5,83%
05-06-19;BENCHMARK;BSANTANDER;7,82%
05-06-19;BENCHMARK;CAP;1,32%
05-06-19;BENCHMARK;CCU;3,58%
05-06-19;BENCHMARK;CENCOSUD;4,30%
05-06-19;BENCHMARK;CHILE;11,05%
05-06-19;BENCHMARK;CMPC;5,24%
05-06-19;BENCHMARK;COLBUN;2,40%
05-06-19;BENCHMARK;CONCHATORO;1,63%
05-06-19;BENCHMARK;COPEC;6,67%
05-06-19;BENCHMARK;ECL;1,52%
05-06-19;BENCHMARK;ENELAM;7,76%
05-06-19;BENCHMARK;ENELCHILE;4,51%
05-06-19;BENCHMARK;ENTEL;2,39%
05-06-19;BENCHMARK;FALABELLA;7,05%
05-06-19;BENCHMARK;ILC;0,98%
05-06-19;BENCHMARK;ITAUCORP;2,38%
05-06-19;BENCHMARK;LTM;4,62%
05-06-19;BENCHMARK;MALLPLAZA;0,95%
05-06-19;BENCHMARK;PARAUCO;3,13%
05-06-19;BENCHMARK;RIPLEY;1,27%
05-06-19;BENCHMARK;SALFACORP;0,62%
05-06-19;BENCHMARK;SECURITY;0,71%
05-06-19;BENCHMARK;SONDA;1,23%
05-06-19;BENCHMARK;SQM-B;5,13%
05-06-19;BENCHMARK;VAPORES;0,73%
06-06-19;BENCHMARK;AESGENER;1,24%
06-06-19;BENCHMARK;AGUAS-A;2,73%
06-06-19;BENCHMARK;ANDINA-B;1,24%
06-06-19;BENCHMARK;BCI;5,89%
06-06-19;BENCHMARK;BSANTANDER;7,82%
06-06-19;BENCHMARK;CAP;1,31%
06-06-19;BENCHMARK;CCU;3,55%
06-06-19;BENCHMARK;CENCOSUD;4,33%
06-06-19;BENCHMARK;CHILE;11,00%
06-06-19;BENCHMARK;CMPC;5,18%
06-06-19;BENCHMARK;COLBUN;2,39%
06-06-19;BENCHMARK;CONCHATORO;1,62%
06-06-19;BENCHMARK;COPEC;6,60%
06-06-19;BENCHMARK;ECL;1,54%
06-06-19;BENCHMARK;ENELAM;7,83%
06-06-19;BENCHMARK;ENELCHILE;4,46%
06-06-19;BENCHMARK;ENTEL;2,39%
06-06-19;BENCHMARK;FALABELLA;7,06%
06-06-19;BENCHMARK;ILC;0,98%
06-06-19;BENCHMARK;ITAUCORP;2,41%
06-06-19;BENCHMARK;LTM;4,66%
06-06-19;BENCHMARK;MALLPLAZA;0,95%
06-06-19;BENCHMARK;PARAUCO;3,13%
06-06-19;BENCHMARK;RIPLEY;1,28%
06-06-19;BENCHMARK;SALFACORP;0,63%
06-06-19;BENCHMARK;SECURITY;0,70%
06-06-19;BENCHMARK;SONDA;1,22%
06-06-19;BENCHMARK;SQM-B;5,15%
06-06-19;BENCHMARK;VAPORES;0,73%
06-06-19;FONDO;ANDINA-B;2,04%
06-06-19;FONDO;ANTARCHILE;1,43%
06-06-19;FONDO;BCI;9,03%
06-06-19;FONDO;BSANTANDER;6,19%
06-06-19;FONDO;Caja CLP;0,24%
06-06-19;FONDO;CAP;0,49%
06-06-19;FONDO;CCU;1,25%
06-06-19;FONDO;CENCOSUD;2,77%
06-06-19;FONDO;CFILVSCC-L;8,72%
06-06-19;FONDO;CHILE;3,89%
06-06-19;FONDO;CMPC;6,14%
06-06-19;FONDO;COLBUN;0,94%
06-06-19;FONDO;COPEC;5,27%
06-06-19;FONDO;ECL;3,76%
06-06-19;FONDO;EMBONOR-B;0,21%
06-06-19;FONDO;ENELAM;7,49%
06-06-19;FONDO;ENELCHILE;6,12%
06-06-19;FONDO;ENTEL;0,68%
06-06-19;FONDO;FALABELLA;2,91%
06-06-19;FONDO;FORUS;1,01%
06-06-19;FONDO;HITES;0,43%
06-06-19;FONDO;IAM;2,45%
06-06-19;FONDO;ILC;1,18%
06-06-19;FONDO;ITAUCORP;4,21%
06-06-19;FONDO;LAS CONDES;0,62%
06-06-19;FONDO;LTM;6,32%
06-06-19;FONDO;MALLPLAZA;2,36%
06-06-19;FONDO;NORTEGRAN;0,68%
06-06-19;FONDO;PARAUCO;0,33%
06-06-19;FONDO;RIPLEY;0,88%
06-06-19;FONDO;SALFACORP;1,09%
06-06-19;FONDO;SK;0,61%
06-06-19;FONDO;SMU;1,39%
06-06-19;FONDO;SONDA;0,84%
06-06-19;FONDO;SQM-B;6,04%
07-06-19;FONDO;ANDINA-B;2,03%
07-06-19;FONDO;ANTARCHILE;1,43%
07-06-19;FONDO;BCI;9,05%
07-06-19;FONDO;BSANTANDER;6,19%
07-06-19;FONDO;Caja CLP;0,24%
07-06-19;FONDO;CAP;0,50%
07-06-19;FONDO;CCU;1,25%
07-06-19;FONDO;CENCOSUD;2,79%
07-06-19;FONDO;CFILVSCC-L;8,73%
07-06-19;FONDO;CHILE;3,92%
07-06-19;FONDO;CMPC;6,13%
07-06-19;FONDO;COLBUN;0,94%
07-06-19;FONDO;COPEC;5,23%
07-06-19;FONDO;ECL;3,77%
07-06-19;FONDO;EMBONOR-B;0,21%
07-06-19;FONDO;ENELAM;7,53%
07-06-19;FONDO;ENELCHILE;6,04%
07-06-19;FONDO;ENTEL;0,67%
07-06-19;FONDO;FALABELLA;2,91%
07-06-19;FONDO;FORUS;1,01%
07-06-19;FONDO;HITES;0,43%
07-06-19;FONDO;IAM;2,42%
07-06-19;FONDO;ILC;1,17%
07-06-19;FONDO;ITAUCORP;4,24%
07-06-19;FONDO;LAS CONDES;0,63%
07-06-19;FONDO;LTM;6,40%
07-06-19;FONDO;MALLPLAZA;2,36%
07-06-19;FONDO;NORTEGRAN;0,68%
07-06-19;FONDO;PARAUCO;0,33%
07-06-19;FONDO;RIPLEY;0,89%
07-06-19;FONDO;SALFACORP;1,08%
07-06-19;FONDO;SK;0,61%
07-06-19;FONDO;SMU;1,38%
07-06-19;FONDO;SONDA;0,84%
07-06-19;FONDO;SQM-B;5,96%
07-06-19;BENCHMARK;AESGENER;1,26%
07-06-19;BENCHMARK;AGUAS-A;2,74%
07-06-19;BENCHMARK;ANDINA-B;1,21%
07-06-19;BENCHMARK;BCI;5,78%
07-06-19;BENCHMARK;BSANTANDER;7,88%
07-06-19;BENCHMARK;CAP;1,34%
07-06-19;BENCHMARK;CCU;3,50%
07-06-19;BENCHMARK;CENCOSUD;4,37%
07-06-19;BENCHMARK;CHILE;11,07%
07-06-19;BENCHMARK;CMPC;5,16%
07-06-19;BENCHMARK;COLBUN;2,37%
07-06-19;BENCHMARK;CONCHATORO;1,62%
07-06-19;BENCHMARK;COPEC;6,58%
07-06-19;BENCHMARK;ECL;1,55%
07-06-19;BENCHMARK;ENELAM;7,94%
07-06-19;BENCHMARK;ENELCHILE;4,44%
07-06-19;BENCHMARK;ENTEL;2,35%
07-06-19;BENCHMARK;FALABELLA;7,03%
07-06-19;BENCHMARK;ILC;0,98%
07-06-19;BENCHMARK;ITAUCORP;2,44%
07-06-19;BENCHMARK;LTM;4,68%
07-06-19;BENCHMARK;MALLPLAZA;0,95%
07-06-19;BENCHMARK;PARAUCO;3,13%
07-06-19;BENCHMARK;RIPLEY;1,31%
07-06-19;BENCHMARK;SALFACORP;0,62%
07-06-19;BENCHMARK;SECURITY;0,70%
07-06-19;BENCHMARK;SONDA;1,22%
07-06-19;BENCHMARK;SQM-B;5,08%
07-06-19;BENCHMARK;VAPORES;0,72%
08-06-19;FONDO;ANDINA-B;2,03%
08-06-19;FONDO;ANTARCHILE;1,43%
08-06-19;FONDO;BCI;9,05%
08-06-19;FONDO;BSANTANDER;6,19%
08-06-19;FONDO;Caja CLP;0,24%
08-06-19;FONDO;CAP;0,50%
08-06-19;FONDO;CCU;1,25%
08-06-19;FONDO;CENCOSUD;2,79%
08-06-19;FONDO;CFILVSCC-L;8,73%
08-06-19;FONDO;CHILE;3,92%
08-06-19;FONDO;CMPC;6,13%
08-06-19;FONDO;COLBUN;0,94%
08-06-19;FONDO;COPEC;5,23%
08-06-19;FONDO;ECL;3,77%
08-06-19;FONDO;EMBONOR-B;0,21%
08-06-19;FONDO;ENELAM;7,53%
08-06-19;FONDO;ENELCHILE;6,04%
08-06-19;FONDO;ENTEL;0,67%
08-06-19;FONDO;FALABELLA;2,91%
08-06-19;FONDO;FORUS;1,01%
08-06-19;FONDO;HITES;0,43%
08-06-19;FONDO;IAM;2,42%
08-06-19;FONDO;ILC;1,17%
08-06-19;FONDO;ITAUCORP;4,24%
08-06-19;FONDO;LAS CONDES;0,63%
08-06-19;FONDO;LTM;6,40%
08-06-19;FONDO;MALLPLAZA;2,36%
08-06-19;FONDO;NORTEGRAN;0,68%
08-06-19;FONDO;PARAUCO;0,33%
08-06-19;FONDO;RIPLEY;0,89%
08-06-19;FONDO;SALFACORP;1,08%
08-06-19;FONDO;SK;0,61%
08-06-19;FONDO;SMU;1,38%
08-06-19;FONDO;SONDA;0,84%
08-06-19;FONDO;SQM-B;5,96%
08-06-19;BENCHMARK;AESGENER;1,26%
08-06-19;BENCHMARK;AGUAS-A;2,74%
08-06-19;BENCHMARK;ANDINA-B;1,21%
08-06-19;BENCHMARK;BCI;5,78%
08-06-19;BENCHMARK;BSANTANDER;7,88%
08-06-19;BENCHMARK;CAP;1,34%
08-06-19;BENCHMARK;CCU;3,50%
08-06-19;BENCHMARK;CENCOSUD;4,37%
08-06-19;BENCHMARK;CHILE;11,07%
08-06-19;BENCHMARK;CMPC;5,16%
08-06-19;BENCHMARK;COLBUN;2,37%
08-06-19;BENCHMARK;CONCHATORO;1,62%
08-06-19;BENCHMARK;COPEC;6,58%
08-06-19;BENCHMARK;ECL;1,55%
08-06-19;BENCHMARK;ENELAM;7,94%
08-06-19;BENCHMARK;ENELCHILE;4,44%
08-06-19;BENCHMARK;ENTEL;2,35%
08-06-19;BENCHMARK;FALABELLA;7,03%
08-06-19;BENCHMARK;ILC;0,98%
08-06-19;BENCHMARK;ITAUCORP;2,44%
08-06-19;BENCHMARK;LTM;4,68%
08-06-19;BENCHMARK;MALLPLAZA;0,95%
08-06-19;BENCHMARK;PARAUCO;3,13%
08-06-19;BENCHMARK;RIPLEY;1,31%
08-06-19;BENCHMARK;SALFACORP;0,62%
08-06-19;BENCHMARK;SECURITY;0,70%
08-06-19;BENCHMARK;SONDA;1,22%
08-06-19;BENCHMARK;SQM-B;5,08%
08-06-19;BENCHMARK;VAPORES;0,72%
09-06-19;FONDO;ANDINA-B;2,03%
09-06-19;FONDO;ANTARCHILE;1,43%
09-06-19;FONDO;BCI;9,05%
09-06-19;FONDO;BSANTANDER;6,19%
09-06-19;FONDO;Caja CLP;0,24%
09-06-19;FONDO;CAP;0,50%
09-06-19;FONDO;CCU;1,25%
09-06-19;FONDO;CENCOSUD;2,79%
09-06-19;FONDO;CFILVSCC-L;8,73%
09-06-19;FONDO;CHILE;3,92%
09-06-19;FONDO;CMPC;6,13%
09-06-19;FONDO;COLBUN;0,94%
09-06-19;FONDO;COPEC;5,23%
09-06-19;FONDO;ECL;3,77%
09-06-19;FONDO;EMBONOR-B;0,21%
09-06-19;FONDO;ENELAM;7,53%
09-06-19;FONDO;ENELCHILE;6,04%
09-06-19;FONDO;ENTEL;0,67%
09-06-19;FONDO;FALABELLA;2,91%
09-06-19;FONDO;FORUS;1,01%
09-06-19;FONDO;HITES;0,43%
09-06-19;FONDO;IAM;2,42%
09-06-19;FONDO;ILC;1,17%
09-06-19;FONDO;ITAUCORP;4,24%
09-06-19;FONDO;LAS CONDES;0,63%
09-06-19;FONDO;LTM;6,40%
09-06-19;FONDO;MALLPLAZA;2,36%
09-06-19;FONDO;NORTEGRAN;0,68%
09-06-19;FONDO;PARAUCO;0,33%
09-06-19;FONDO;RIPLEY;0,89%
09-06-19;FONDO;SALFACORP;1,08%
09-06-19;FONDO;SK;0,61%
09-06-19;FONDO;SMU;1,38%
09-06-19;FONDO;SONDA;0,84%
09-06-19;FONDO;SQM-B;5,96%
09-06-19;BENCHMARK;AESGENER;1,26%
09-06-19;BENCHMARK;AGUAS-A;2,74%
09-06-19;BENCHMARK;ANDINA-B;1,21%
09-06-19;BENCHMARK;BCI;5,78%
09-06-19;BENCHMARK;BSANTANDER;7,88%
09-06-19;BENCHMARK;CAP;1,34%
09-06-19;BENCHMARK;CCU;3,50%
09-06-19;BENCHMARK;CENCOSUD;4,37%
09-06-19;BENCHMARK;CHILE;11,07%
09-06-19;BENCHMARK;CMPC;5,16%
09-06-19;BENCHMARK;COLBUN;2,37%
09-06-19;BENCHMARK;CONCHATORO;1,62%
09-06-19;BENCHMARK;COPEC;6,58%
09-06-19;BENCHMARK;ECL;1,55%
09-06-19;BENCHMARK;ENELAM;7,94%
09-06-19;BENCHMARK;ENELCHILE;4,44%
09-06-19;BENCHMARK;ENTEL;2,35%
09-06-19;BENCHMARK;FALABELLA;7,03%
09-06-19;BENCHMARK;ILC;0,98%
09-06-19;BENCHMARK;ITAUCORP;2,44%
09-06-19;BENCHMARK;LTM;4,68%
09-06-19;BENCHMARK;MALLPLAZA;0,95%
09-06-19;BENCHMARK;PARAUCO;3,13%
09-06-19;BENCHMARK;RIPLEY;1,31%
09-06-19;BENCHMARK;SALFACORP;0,62%
09-06-19;BENCHMARK;SECURITY;0,70%
09-06-19;BENCHMARK;SONDA;1,22%
09-06-19;BENCHMARK;SQM-B;5,08%
09-06-19;BENCHMARK;VAPORES;0,72%
10-06-19;FONDO;ANDINA-B;2,01%
10-06-19;FONDO;ANTARCHILE;1,41%
10-06-19;FONDO;BCI;8,61%
10-06-19;FONDO;BSANTANDER;6,24%
10-06-19;FONDO;Caja CLP;0,42%
10-06-19;FONDO;CAP;0,50%
10-06-19;FONDO;CCU;1,25%
10-06-19;FONDO;CENCOSUD;2,81%
10-06-19;FONDO;CFILVSCC-L;8,67%
10-06-19;FONDO;CHILE;3,91%
10-06-19;FONDO;CMPC;6,12%
10-06-19;FONDO;COLBUN;0,94%
10-06-19;FONDO;COPEC;5,24%
10-06-19;FONDO;ECL;3,81%
10-06-19;FONDO;EMBONOR-B;0,21%
10-06-19;FONDO;ENELAM;7,56%
10-06-19;FONDO;ENELCHILE;6,02%
10-06-19;FONDO;ENTEL;0,66%
