Fecha;Cartera;Instrumento;Peso
10-02-19;BENCHMARK;ILC;0,91%
10-02-19;BENCHMARK;ITAUCORP;2,48%
10-02-19;BENCHMARK;LTM;5,13%
10-02-19;BENCHMARK;PARAUCO;2,77%
10-02-19;BENCHMARK;RIPLEY;1,25%
10-02-19;BENCHMARK;SALFACORP;0,73%
10-02-19;BENCHMARK;SECURITY;0,69%
10-02-19;BENCHMARK;SM-CHILE B;3,51%
10-02-19;BENCHMARK;SONDA;1,31%
10-02-19;BENCHMARK;SQM-B;5,84%
10-02-19;BENCHMARK;VAPORES;0,65%
10-02-19;FONDO;ANDINA-B;2,62%
10-02-19;FONDO;ANTARCHILE;2,05%
10-02-19;FONDO;BCI;7,14%
10-02-19;FONDO;BSANTANDER;6,38%
10-02-19;FONDO;Caja CLP;0,17%
10-02-19;FONDO;CAP;0,83%
10-02-19;FONDO;CCU;1,22%
10-02-19;FONDO;CENCOSUD;2,51%
10-02-19;FONDO;CFILVSCC-L;8,11%
10-02-19;FONDO;CHILE;0,27%
10-02-19;FONDO;CMPC;7,24%
10-02-19;FONDO;COLBUN;0,52%
10-02-19;FONDO;COPEC;5,64%
10-02-19;FONDO;ECL;3,15%
10-02-19;FONDO;ENELAM;9,91%
10-02-19;FONDO;ENELCHILE;4,43%
10-02-19;FONDO;ENTEL;0,53%
10-02-19;FONDO;FALABELLA;3,99%
10-02-19;FONDO;HITES;0,35%
10-02-19;FONDO;IAM;1,86%
10-02-19;FONDO;ILC;1,24%
10-02-19;FONDO;ITAUCORP;5,05%
10-02-19;FONDO;LTM;7,23%
10-02-19;FONDO;MALLPLAZA;1,56%
10-02-19;FONDO;MANQUEHUE;0,40%
10-02-19;FONDO;NORTEGRAN;0,63%
10-02-19;FONDO;PARAUCO;0,27%
10-02-19;FONDO;RIPLEY;0,81%
10-02-19;FONDO;SALFACORP;1,16%
10-02-19;FONDO;SK;0,47%
10-02-19;FONDO;SM-CHILE B;3,43%
10-02-19;FONDO;SMU;1,19%
10-02-19;FONDO;SONDA;0,77%
10-02-19;FONDO;SQM-B;6,88%
11-02-19;FONDO;ANDINA-B;2,62%
11-02-19;FONDO;ANTARCHILE;2,06%
11-02-19;FONDO;BCI;7,14%
11-02-19;FONDO;BSANTANDER;6,39%
11-02-19;FONDO;Caja CLP;0,18%
11-02-19;FONDO;CAP;0,82%
11-02-19;FONDO;CCU;1,22%
11-02-19;FONDO;CENCOSUD;2,52%
11-02-19;FONDO;CFILVSCC-L;8,14%
11-02-19;FONDO;CHILE;0,27%
11-02-19;FONDO;CMPC;7,09%
11-02-19;FONDO;COLBUN;0,52%
11-02-19;FONDO;COPEC;5,65%
11-02-19;FONDO;ECL;3,13%
11-02-19;FONDO;ENELAM;9,99%
11-02-19;FONDO;ENELCHILE;4,42%
11-02-19;FONDO;ENTEL;0,52%
11-02-19;FONDO;FALABELLA;4,02%
11-02-19;FONDO;HITES;0,36%
11-02-19;FONDO;IAM;1,86%
11-02-19;FONDO;ILC;1,24%
11-02-19;FONDO;ITAUCORP;5,03%
11-02-19;FONDO;LTM;7,25%
11-02-19;FONDO;MALLPLAZA;1,58%
11-02-19;FONDO;MANQUEHUE;0,40%
11-02-19;FONDO;NORTEGRAN;0,63%
11-02-19;FONDO;PARAUCO;0,27%
11-02-19;FONDO;RIPLEY;0,81%
11-02-19;FONDO;SALFACORP;1,17%
11-02-19;FONDO;SK;0,48%
11-02-19;FONDO;SM-CHILE B;3,42%
11-02-19;FONDO;SMU;1,19%
11-02-19;FONDO;SONDA;0,78%
11-02-19;FONDO;SQM-B;6,83%
11-02-19;BENCHMARK;AESGENER;1,22%
11-02-19;BENCHMARK;AGUAS-A;2,49%
11-02-19;BENCHMARK;ANDINA-B;1,14%
11-02-19;BENCHMARK;BCI;5,34%
11-02-19;BENCHMARK;BSANTANDER;7,46%
11-02-19;BENCHMARK;CAP;1,25%
11-02-19;BENCHMARK;CCU;3,18%
11-02-19;BENCHMARK;CENCOSUD;3,73%
11-02-19;BENCHMARK;CHILE;6,97%
11-02-19;BENCHMARK;CMPC;6,06%
11-02-19;BENCHMARK;COLBUN;2,47%
11-02-19;BENCHMARK;CONCHATORO;1,45%
11-02-19;BENCHMARK;COPEC;7,69%
11-02-19;BENCHMARK;ECL;1,48%
11-02-19;BENCHMARK;ENELAM;8,55%
11-02-19;BENCHMARK;ENELCHILE;4,37%
11-02-19;BENCHMARK;ENELGXCH;0,49%
11-02-19;BENCHMARK;ENTEL;1,94%
11-02-19;BENCHMARK;FALABELLA;7,49%
11-02-19;BENCHMARK;ILC;0,91%
11-02-19;BENCHMARK;ITAUCORP;2,48%
11-02-19;BENCHMARK;LTM;5,07%
11-02-19;BENCHMARK;PARAUCO;2,78%
11-02-19;BENCHMARK;RIPLEY;1,25%
11-02-19;BENCHMARK;SALFACORP;0,72%
11-02-19;BENCHMARK;SECURITY;0,69%
11-02-19;BENCHMARK;SM-CHILE B;3,56%
11-02-19;BENCHMARK;SONDA;1,32%
11-02-19;BENCHMARK;SQM-B;5,79%
11-02-19;BENCHMARK;VAPORES;0,66%
12-02-19;FONDO;ANDINA-B;2,61%
12-02-19;FONDO;ANTARCHILE;2,06%
12-02-19;FONDO;BCI;7,13%
12-02-19;FONDO;BSANTANDER;6,43%
12-02-19;FONDO;Caja CLP;0,39%
12-02-19;FONDO;CAP;0,80%
12-02-19;FONDO;CCU;1,23%
12-02-19;FONDO;CENCOSUD;2,51%
12-02-19;FONDO;CFILVSCC-L;8,11%
12-02-19;FONDO;CHILE;0,27%
12-02-19;FONDO;CMPC;7,08%
12-02-19;FONDO;COLBUN;0,51%
12-02-19;FONDO;COPEC;5,63%
12-02-19;FONDO;ECL;3,10%
12-02-19;FONDO;ENELAM;10,01%
12-02-19;FONDO;ENELCHILE;4,46%
12-02-19;FONDO;ENTEL;0,52%
12-02-19;FONDO;FALABELLA;4,07%
12-02-19;FONDO;HITES;0,36%
12-02-19;FONDO;IAM;1,86%
12-02-19;FONDO;ILC;1,23%
12-02-19;FONDO;ITAUCORP;5,01%
12-02-19;FONDO;LTM;7,26%
12-02-19;FONDO;MALLPLAZA;1,62%
12-02-19;FONDO;MANQUEHUE;0,40%
12-02-19;FONDO;NORTEGRAN;0,63%
12-02-19;FONDO;PARAUCO;0,27%
12-02-19;FONDO;RIPLEY;0,80%
12-02-19;FONDO;SALFACORP;1,14%
12-02-19;FONDO;SK;0,48%
12-02-19;FONDO;SM-CHILE B;3,45%
12-02-19;FONDO;SMU;1,18%
12-02-19;FONDO;SONDA;0,77%
12-02-19;FONDO;SQM-B;6,59%
12-02-19;BENCHMARK;AESGENER;1,24%
12-02-19;BENCHMARK;AGUAS-A;2,48%
12-02-19;BENCHMARK;ANDINA-B;1,14%
12-02-19;BENCHMARK;BCI;5,29%
12-02-19;BENCHMARK;BSANTANDER;7,54%
12-02-19;BENCHMARK;CAP;1,22%
12-02-19;BENCHMARK;CCU;3,16%
12-02-19;BENCHMARK;CENCOSUD;3,72%
12-02-19;BENCHMARK;CHILE;7,02%
12-02-19;BENCHMARK;CMPC;6,07%
12-02-19;BENCHMARK;COLBUN;2,46%
12-02-19;BENCHMARK;CONCHATORO;1,44%
12-02-19;BENCHMARK;COPEC;7,58%
12-02-19;BENCHMARK;ECL;1,48%
12-02-19;BENCHMARK;ENELAM;8,55%
12-02-19;BENCHMARK;ENELCHILE;4,44%
12-02-19;BENCHMARK;ENELGXCH;0,50%
12-02-19;BENCHMARK;ENTEL;1,99%
12-02-19;BENCHMARK;FALABELLA;7,60%
12-02-19;BENCHMARK;ILC;0,91%
12-02-19;BENCHMARK;ITAUCORP;2,48%
12-02-19;BENCHMARK;LTM;5,12%
12-02-19;BENCHMARK;PARAUCO;2,76%
12-02-19;BENCHMARK;RIPLEY;1,25%
12-02-19;BENCHMARK;SALFACORP;0,70%
12-02-19;BENCHMARK;SECURITY;0,69%
12-02-19;BENCHMARK;SM-CHILE B;3,59%
12-02-19;BENCHMARK;SONDA;1,30%
12-02-19;BENCHMARK;SQM-B;5,63%
12-02-19;BENCHMARK;VAPORES;0,67%
13-02-19;FONDO;ANDINA-B;2,62%
13-02-19;FONDO;ANTARCHILE;2,05%
13-02-19;FONDO;BCI;7,10%
13-02-19;FONDO;BSANTANDER;6,42%
13-02-19;FONDO;Caja CLP;0,38%
13-02-19;FONDO;CAP;0,80%
13-02-19;FONDO;CCU;1,22%
13-02-19;FONDO;CENCOSUD;2,51%
13-02-19;FONDO;CFILVSCC-L;8,13%
13-02-19;FONDO;CHILE;0,27%
13-02-19;FONDO;CMPC;7,05%
13-02-19;FONDO;COLBUN;0,51%
13-02-19;FONDO;COPEC;5,60%
13-02-19;FONDO;ECL;3,11%
13-02-19;FONDO;ENELAM;9,99%
13-02-19;FONDO;ENELCHILE;4,46%
13-02-19;FONDO;ENTEL;0,52%
13-02-19;FONDO;FALABELLA;4,09%
13-02-19;FONDO;HITES;0,35%
13-02-19;FONDO;IAM;1,86%
13-02-19;FONDO;ILC;1,22%
13-02-19;FONDO;ITAUCORP;4,99%
13-02-19;FONDO;LTM;7,26%
13-02-19;FONDO;MALLPLAZA;1,61%
13-02-19;FONDO;MANQUEHUE;0,40%
13-02-19;FONDO;NORTEGRAN;0,64%
13-02-19;FONDO;PARAUCO;0,28%
13-02-19;FONDO;RIPLEY;0,81%
13-02-19;FONDO;SALFACORP;1,16%
13-02-19;FONDO;SK;0,48%
13-02-19;FONDO;SM-CHILE B;3,46%
13-02-19;FONDO;SMU;1,18%
13-02-19;FONDO;SONDA;0,77%
13-02-19;FONDO;SQM-B;6,70%
13-02-19;BENCHMARK;AESGENER;1,24%
13-02-19;BENCHMARK;AGUAS-A;2,47%
13-02-19;BENCHMARK;ANDINA-B;1,14%
13-02-19;BENCHMARK;BCI;5,26%
13-02-19;BENCHMARK;BSANTANDER;7,54%
13-02-19;BENCHMARK;CAP;1,23%
13-02-19;BENCHMARK;CCU;3,17%
13-02-19;BENCHMARK;CENCOSUD;3,75%
13-02-19;BENCHMARK;CHILE;7,01%
13-02-19;BENCHMARK;CMPC;6,06%
13-02-19;BENCHMARK;COLBUN;2,44%
13-02-19;BENCHMARK;CONCHATORO;1,45%
13-02-19;BENCHMARK;COPEC;7,50%
13-02-19;BENCHMARK;ECL;1,49%
13-02-19;BENCHMARK;ENELAM;8,56%
13-02-19;BENCHMARK;ENELCHILE;4,37%
13-02-19;BENCHMARK;ENELGXCH;0,49%
13-02-19;BENCHMARK;ENTEL;1,96%
13-02-19;BENCHMARK;FALABELLA;7,62%
13-02-19;BENCHMARK;ILC;0,89%
13-02-19;BENCHMARK;ITAUCORP;2,47%
13-02-19;BENCHMARK;LTM;5,12%
13-02-19;BENCHMARK;PARAUCO;2,81%
13-02-19;BENCHMARK;RIPLEY;1,27%
13-02-19;BENCHMARK;SALFACORP;0,72%
13-02-19;BENCHMARK;SECURITY;0,69%
13-02-19;BENCHMARK;SM-CHILE B;3,58%
13-02-19;BENCHMARK;SONDA;1,31%
13-02-19;BENCHMARK;SQM-B;5,70%
13-02-19;BENCHMARK;VAPORES;0,69%
14-02-19;FONDO;ANDINA-B;2,61%
14-02-19;FONDO;ANTARCHILE;2,05%
14-02-19;FONDO;BCI;7,07%
14-02-19;FONDO;BSANTANDER;6,39%
14-02-19;FONDO;Caja CLP;0,36%
14-02-19;FONDO;CAP;0,81%
14-02-19;FONDO;CCU;1,22%
14-02-19;FONDO;CENCOSUD;2,51%
14-02-19;FONDO;CFILVSCC-L;8,12%
14-02-19;FONDO;CHILE;0,27%
14-02-19;FONDO;CMPC;7,06%
14-02-19;FONDO;COLBUN;0,52%
14-02-19;FONDO;COPEC;5,59%
14-02-19;FONDO;ECL;3,13%
14-02-19;FONDO;ENELAM;9,98%
14-02-19;FONDO;ENELCHILE;4,46%
14-02-19;FONDO;ENTEL;0,52%
14-02-19;FONDO;FALABELLA;4,11%
14-02-19;FONDO;HITES;0,35%
14-02-19;FONDO;IAM;1,86%
14-02-19;FONDO;ILC;1,21%
14-02-19;FONDO;ITAUCORP;4,95%
14-02-19;FONDO;LTM;7,23%
14-02-19;FONDO;MALLPLAZA;1,63%
14-02-19;FONDO;MANQUEHUE;0,40%
14-02-19;FONDO;NORTEGRAN;0,60%
14-02-19;FONDO;PARAUCO;0,27%
14-02-19;FONDO;RIPLEY;0,81%
14-02-19;FONDO;SALFACORP;1,15%
14-02-19;FONDO;SK;0,49%
14-02-19;FONDO;SM-CHILE B;3,48%
14-02-19;FONDO;SMU;1,17%
14-02-19;FONDO;SONDA;0,78%
14-02-19;FONDO;SQM-B;6,84%
14-02-19;BENCHMARK;AESGENER;1,26%
14-02-19;BENCHMARK;AGUAS-A;2,48%
14-02-19;BENCHMARK;ANDINA-B;1,14%
14-02-19;BENCHMARK;BCI;5,23%
14-02-19;BENCHMARK;BSANTANDER;7,46%
14-02-19;BENCHMARK;CAP;1,23%
14-02-19;BENCHMARK;CCU;3,15%
14-02-19;BENCHMARK;CENCOSUD;3,74%
14-02-19;BENCHMARK;CHILE;7,07%
14-02-19;BENCHMARK;CMPC;6,06%
14-02-19;BENCHMARK;COLBUN;2,45%
14-02-19;BENCHMARK;CONCHATORO;1,46%
14-02-19;BENCHMARK;COPEC;7,52%
14-02-19;BENCHMARK;ECL;1,49%
14-02-19;BENCHMARK;ENELAM;8,46%
14-02-19;BENCHMARK;ENELCHILE;4,38%
14-02-19;BENCHMARK;ENELGXCH;0,50%
14-02-19;BENCHMARK;ENTEL;1,97%
14-02-19;BENCHMARK;FALABELLA;7,63%
14-02-19;BENCHMARK;ILC;0,89%
14-02-19;BENCHMARK;ITAUCORP;2,45%
14-02-19;BENCHMARK;LTM;5,10%
14-02-19;BENCHMARK;PARAUCO;2,76%
14-02-19;BENCHMARK;RIPLEY;1,27%
14-02-19;BENCHMARK;SALFACORP;0,71%
14-02-19;BENCHMARK;SECURITY;0,68%
14-02-19;BENCHMARK;SM-CHILE B;3,61%
14-02-19;BENCHMARK;SONDA;1,30%
14-02-19;BENCHMARK;SQM-B;5,86%
14-02-19;BENCHMARK;VAPORES;0,68%
15-02-19;FONDO;ANDINA-B;2,61%
15-02-19;FONDO;ANTARCHILE;2,04%
15-02-19;FONDO;BCI;7,00%
15-02-19;FONDO;BSANTANDER;6,38%
15-02-19;FONDO;Caja CLP;0,45%
15-02-19;FONDO;CAP;0,80%
15-02-19;FONDO;CCU;1,21%
15-02-19;FONDO;CENCOSUD;2,52%
15-02-19;FONDO;CFILVSCC-L;8,07%
15-02-19;FONDO;CHILE;0,27%
15-02-19;FONDO;CMPC;7,09%
15-02-19;FONDO;COLBUN;0,52%
15-02-19;FONDO;COPEC;5,62%
15-02-19;FONDO;ECL;3,12%
15-02-19;FONDO;ENELAM;9,89%
15-02-19;FONDO;ENELCHILE;4,48%
15-02-19;FONDO;ENTEL;0,52%
15-02-19;FONDO;FALABELLA;4,10%
15-02-19;FONDO;HITES;0,34%
15-02-19;FONDO;IAM;1,86%
15-02-19;FONDO;ILC;1,23%
15-02-19;FONDO;ITAUCORP;4,95%
15-02-19;FONDO;LTM;7,24%
15-02-19;FONDO;MALLPLAZA;1,63%
15-02-19;FONDO;MANQUEHUE;0,40%
15-02-19;FONDO;NORTEGRAN;0,63%
15-02-19;FONDO;PARAUCO;0,27%
15-02-19;FONDO;RIPLEY;0,82%
15-02-19;FONDO;SALFACORP;1,14%
15-02-19;FONDO;SK;0,49%
15-02-19;FONDO;SM-CHILE B;3,49%
15-02-19;FONDO;SMU;1,16%
15-02-19;FONDO;SONDA;0,78%
15-02-19;FONDO;SQM-B;6,88%
15-02-19;BENCHMARK;AESGENER;1,30%
15-02-19;BENCHMARK;AGUAS-A;2,48%
15-02-19;BENCHMARK;ANDINA-B;1,13%
15-02-19;BENCHMARK;BCI;5,17%
15-02-19;BENCHMARK;BSANTANDER;7,38%
15-02-19;BENCHMARK;CAP;1,19%
15-02-19;BENCHMARK;CCU;3,14%
15-02-19;BENCHMARK;CENCOSUD;3,78%
15-02-19;BENCHMARK;CHILE;7,00%
15-02-19;BENCHMARK;CMPC;6,01%
15-02-19;BENCHMARK;COLBUN;2,48%
15-02-19;BENCHMARK;CONCHATORO;1,47%
15-02-19;BENCHMARK;COPEC;7,66%
15-02-19;BENCHMARK;ECL;1,47%
15-02-19;BENCHMARK;ENELAM;8,43%
15-02-19;BENCHMARK;ENELCHILE;4,47%
15-02-19;BENCHMARK;ENELGXCH;0,49%
15-02-19;BENCHMARK;ENTEL;1,98%
15-02-19;BENCHMARK;FALABELLA;7,58%
15-02-19;BENCHMARK;ILC;0,90%
15-02-19;BENCHMARK;ITAUCORP;2,47%
15-02-19;BENCHMARK;LTM;5,11%
15-02-19;BENCHMARK;PARAUCO;2,82%
15-02-19;BENCHMARK;RIPLEY;1,27%
15-02-19;BENCHMARK;SALFACORP;0,71%
15-02-19;BENCHMARK;SECURITY;0,69%
15-02-19;BENCHMARK;SM-CHILE B;3,61%
15-02-19;BENCHMARK;SONDA;1,32%
15-02-19;BENCHMARK;SQM-B;5,84%
15-02-19;BENCHMARK;VAPORES;0,68%
16-02-19;FONDO;ANDINA-B;2,61%
16-02-19;FONDO;ANTARCHILE;2,04%
16-02-19;FONDO;BCI;7,00%
16-02-19;FONDO;BSANTANDER;6,38%
16-02-19;FONDO;Caja CLP;0,45%
16-02-19;FONDO;CAP;0,80%
16-02-19;FONDO;CCU;1,21%
16-02-19;FONDO;CENCOSUD;2,52%
16-02-19;FONDO;CFILVSCC-L;8,07%
16-02-19;FONDO;CHILE;0,27%
16-02-19;FONDO;CMPC;7,09%
16-02-19;FONDO;COLBUN;0,52%
16-02-19;FONDO;COPEC;5,62%
16-02-19;FONDO;ECL;3,12%
16-02-19;FONDO;ENELAM;9,89%
16-02-19;FONDO;ENELCHILE;4,48%
16-02-19;FONDO;ENTEL;0,52%
16-02-19;FONDO;FALABELLA;4,10%
16-02-19;FONDO;HITES;0,34%
16-02-19;FONDO;IAM;1,86%
16-02-19;FONDO;ILC;1,23%
16-02-19;FONDO;ITAUCORP;4,95%
16-02-19;FONDO;LTM;7,24%
16-02-19;FONDO;MALLPLAZA;1,63%
16-02-19;FONDO;MANQUEHUE;0,40%
16-02-19;FONDO;NORTEGRAN;0,63%
16-02-19;FONDO;PARAUCO;0,27%
16-02-19;FONDO;RIPLEY;0,82%
16-02-19;FONDO;SALFACORP;1,14%
16-02-19;FONDO;SK;0,49%
16-02-19;FONDO;SM-CHILE B;3,49%
16-02-19;FONDO;SMU;1,16%
16-02-19;FONDO;SONDA;0,78%
16-02-19;FONDO;SQM-B;6,88%
16-02-19;BENCHMARK;AESGENER;1,30%
16-02-19;BENCHMARK;AGUAS-A;2,48%
16-02-19;BENCHMARK;ANDINA-B;1,13%
16-02-19;BENCHMARK;BCI;5,17%
16-02-19;BENCHMARK;BSANTANDER;7,38%
16-02-19;BENCHMARK;CAP;1,19%
16-02-19;BENCHMARK;CCU;3,14%
16-02-19;BENCHMARK;CENCOSUD;3,78%
16-02-19;BENCHMARK;CHILE;7,00%
16-02-19;BENCHMARK;CMPC;6,01%
16-02-19;BENCHMARK;COLBUN;2,48%
16-02-19;BENCHMARK;CONCHATORO;1,47%
16-02-19;BENCHMARK;COPEC;7,66%
16-02-19;BENCHMARK;ECL;1,47%
16-02-19;BENCHMARK;ENELAM;8,43%
16-02-19;BENCHMARK;ENELCHILE;4,47%
16-02-19;BENCHMARK;ENELGXCH;0,49%
16-02-19;BENCHMARK;ENTEL;1,98%
16-02-19;BENCHMARK;FALABELLA;7,58%
16-02-19;BENCHMARK;ILC;0,90%
16-02-19;BENCHMARK;ITAUCORP;2,47%
16-02-19;BENCHMARK;LTM;5,11%
16-02-19;BENCHMARK;PARAUCO;2,82%
16-02-19;BENCHMARK;RIPLEY;1,27%
16-02-19;BENCHMARK;SALFACORP;0,71%
16-02-19;BENCHMARK;SECURITY;0,69%
16-02-19;BENCHMARK;SM-CHILE B;3,61%
16-02-19;BENCHMARK;SONDA;1,32%
16-02-19;BENCHMARK;SQM-B;5,84%
16-02-19;BENCHMARK;VAPORES;0,68%
17-02-19;BENCHMARK;AESGENER;1,30%
17-02-19;BENCHMARK;AGUAS-A;2,48%
17-02-19;BENCHMARK;ANDINA-B;1,13%
17-02-19;BENCHMARK;BCI;5,17%
17-02-19;BENCHMARK;BSANTANDER;7,38%
17-02-19;BENCHMARK;CAP;1,19%
17-02-19;BENCHMARK;CCU;3,14%
17-02-19;BENCHMARK;CENCOSUD;3,78%
17-02-19;BENCHMARK;CHILE;7,00%
17-02-19;BENCHMARK;CMPC;6,01%
17-02-19;BENCHMARK;COLBUN;2,48%
17-02-19;BENCHMARK;CONCHATORO;1,47%
17-02-19;BENCHMARK;COPEC;7,66%
17-02-19;BENCHMARK;ECL;1,47%
17-02-19;BENCHMARK;ENELAM;8,43%
17-02-19;BENCHMARK;ENELCHILE;4,47%
17-02-19;BENCHMARK;ENELGXCH;0,49%
17-02-19;BENCHMARK;ENTEL;1,98%
17-02-19;BENCHMARK;FALABELLA;7,58%
17-02-19;BENCHMARK;ILC;0,90%
17-02-19;BENCHMARK;ITAUCORP;2,47%
17-02-19;BENCHMARK;LTM;5,11%
17-02-19;BENCHMARK;PARAUCO;2,82%
17-02-19;BENCHMARK;RIPLEY;1,27%
17-02-19;BENCHMARK;SALFACORP;0,71%
17-02-19;BENCHMARK;SECURITY;0,69%
17-02-19;BENCHMARK;SM-CHILE B;3,61%
17-02-19;BENCHMARK;SONDA;1,32%
17-02-19;BENCHMARK;SQM-B;5,84%
17-02-19;BENCHMARK;VAPORES;0,68%
17-02-19;FONDO;ANDINA-B;2,61%
17-02-19;FONDO;ANTARCHILE;2,04%
17-02-19;FONDO;BCI;7,00%
17-02-19;FONDO;BSANTANDER;6,38%
17-02-19;FONDO;Caja CLP;0,45%
17-02-19;FONDO;CAP;0,80%
17-02-19;FONDO;CCU;1,21%
17-02-19;FONDO;CENCOSUD;2,52%
17-02-19;FONDO;CFILVSCC-L;8,07%
17-02-19;FONDO;CHILE;0,27%
17-02-19;FONDO;CMPC;7,09%
17-02-19;FONDO;COLBUN;0,52%
17-02-19;FONDO;COPEC;5,62%
17-02-19;FONDO;ECL;3,12%
17-02-19;FONDO;ENELAM;9,89%
17-02-19;FONDO;ENELCHILE;4,48%
17-02-19;FONDO;ENTEL;0,52%
17-02-19;FONDO;FALABELLA;4,10%
17-02-19;FONDO;HITES;0,34%
17-02-19;FONDO;IAM;1,86%
17-02-19;FONDO;ILC;1,23%
17-02-19;FONDO;ITAUCORP;4,95%
17-02-19;FONDO;LTM;7,24%
17-02-19;FONDO;MALLPLAZA;1,63%
17-02-19;FONDO;MANQUEHUE;0,40%
17-02-19;FONDO;NORTEGRAN;0,63%
17-02-19;FONDO;PARAUCO;0,27%
17-02-19;FONDO;RIPLEY;0,82%
17-02-19;FONDO;SALFACORP;1,14%
17-02-19;FONDO;SK;0,49%
17-02-19;FONDO;SM-CHILE B;3,49%
17-02-19;FONDO;SMU;1,16%
17-02-19;FONDO;SONDA;0,78%
17-02-19;FONDO;SQM-B;6,88%
18-02-19;FONDO;ANDINA-B;2,62%
18-02-19;FONDO;ANTARCHILE;2,03%
18-02-19;FONDO;BCI;6,99%
18-02-19;FONDO;BSANTANDER;6,38%
18-02-19;FONDO;Caja CLP;0,35%
18-02-19;FONDO;CAP;0,79%
18-02-19;FONDO;CCU;1,22%
18-02-19;FONDO;CENCOSUD;2,53%
18-02-19;FONDO;CFILVSCC-L;8,09%
18-02-19;FONDO;CHILE;0,27%
18-02-19;FONDO;CMPC;7,05%
18-02-19;FONDO;COLBUN;0,52%
18-02-19;FONDO;COPEC;5,63%
18-02-19;FONDO;ECL;3,12%
18-02-19;FONDO;ENELAM;9,89%
18-02-19;FONDO;ENELCHILE;4,57%
18-02-19;FONDO;ENTEL;0,53%
18-02-19;FONDO;FALABELLA;4,10%
18-02-19;FONDO;HITES;0,34%
18-02-19;FONDO;IAM;1,87%
18-02-19;FONDO;ILC;1,24%
18-02-19;FONDO;ITAUCORP;5,01%
18-02-19;FONDO;LTM;7,18%
18-02-19;FONDO;MALLPLAZA;1,64%
18-02-19;FONDO;MANQUEHUE;0,40%
18-02-19;FONDO;NORTEGRAN;0,63%
18-02-19;FONDO;PARAUCO;0,27%
18-02-19;FONDO;RIPLEY;0,82%
18-02-19;FONDO;SALFACORP;1,15%
18-02-19;FONDO;SK;0,50%
18-02-19;FONDO;SM-CHILE B;3,48%
18-02-19;FONDO;SMU;1,16%
18-02-19;FONDO;SONDA;0,79%
18-02-19;FONDO;SQM-B;6,86%
18-02-19;BENCHMARK;AESGENER;1,28%
18-02-19;BENCHMARK;AGUAS-A;2,47%
18-02-19;BENCHMARK;ANDINA-B;1,14%
18-02-19;BENCHMARK;BCI;5,16%
18-02-19;BENCHMARK;BSANTANDER;7,42%
18-02-19;BENCHMARK;CAP;1,21%
18-02-19;BENCHMARK;CCU;3,12%
18-02-19;BENCHMARK;CENCOSUD;3,75%
18-02-19;BENCHMARK;CHILE;7,00%
18-02-19;BENCHMARK;CMPC;6,01%
18-02-19;BENCHMARK;COLBUN;2,47%
18-02-19;BENCHMARK;CONCHATORO;1,47%
18-02-19;BENCHMARK;COPEC;7,58%
18-02-19;BENCHMARK;ECL;1,49%
18-02-19;BENCHMARK;ENELAM;8,48%
18-02-19;BENCHMARK;ENELCHILE;4,47%
18-02-19;BENCHMARK;ENELGXCH;0,50%
18-02-19;BENCHMARK;ENTEL;2,03%
18-02-19;BENCHMARK;FALABELLA;7,63%
18-02-19;BENCHMARK;ILC;0,90%
18-02-19;BENCHMARK;ITAUCORP;2,47%
18-02-19;BENCHMARK;LTM;5,07%
18-02-19;BENCHMARK;PARAUCO;2,78%
18-02-19;BENCHMARK;RIPLEY;1,27%
18-02-19;BENCHMARK;SALFACORP;0,71%
18-02-19;BENCHMARK;SECURITY;0,68%
18-02-19;BENCHMARK;SM-CHILE B;3,62%
18-02-19;BENCHMARK;SONDA;1,32%
18-02-19;BENCHMARK;SQM-B;5,80%
18-02-19;BENCHMARK;VAPORES;0,71%
19-02-19;FONDO;ANDINA-B;2,62%
19-02-19;FONDO;ANTARCHILE;2,05%
19-02-19;FONDO;BCI;6,98%
19-02-19;FONDO;BSANTANDER;6,38%
19-02-19;FONDO;Caja CLP;0,36%
19-02-19;FONDO;CAP;0,80%
19-02-19;FONDO;CCU;1,21%
19-02-19;FONDO;CENCOSUD;2,57%
19-02-19;FONDO;CFILVSCC-L;8,04%
19-02-19;FONDO;CHILE;0,27%
19-02-19;FONDO;CMPC;7,08%
19-02-19;FONDO;COLBUN;0,52%
19-02-19;FONDO;COPEC;5,61%
19-02-19;FONDO;ECL;3,11%
19-02-19;FONDO;ENELAM;9,89%
19-02-19;FONDO;ENELCHILE;4,59%
19-02-19;FONDO;ENTEL;0,54%
19-02-19;FONDO;FALABELLA;4,10%
19-02-19;FONDO;HITES;0,34%
19-02-19;FONDO;IAM;1,90%
19-02-19;FONDO;ILC;1,23%
19-02-19;FONDO;ITAUCORP;4,98%
19-02-19;FONDO;LTM;7,21%
19-02-19;FONDO;MALLPLAZA;1,65%
19-02-19;FONDO;MANQUEHUE;0,40%
19-02-19;FONDO;NORTEGRAN;0,64%
19-02-19;FONDO;PARAUCO;0,27%
19-02-19;FONDO;RIPLEY;0,82%
19-02-19;FONDO;SALFACORP;1,12%
19-02-19;FONDO;SK;0,50%
19-02-19;FONDO;SM-CHILE B;3,50%
19-02-19;FONDO;SMU;1,16%
19-02-19;FONDO;SONDA;0,79%
19-02-19;FONDO;SQM-B;6,79%
19-02-19;BENCHMARK;AESGENER;1,26%
19-02-19;BENCHMARK;AGUAS-A;2,51%
